Dependent Var,Explanatory Var #1,Explanatory Var #2,Explanatory Var #3,Explanatory Var #4,Explanatory Var #5,Explanatory Var #6,Explanatory Var #7,Explanatory Var #8,Explanatory Var #9,Explanatory Var #10,Explanatory Var #11,Explanatory Var #12,Explanatory Var #13,Explanatory Var #14,Explanatory Var #15
56.29345769942311,13.698667149394886,50.63987316885767,0,-18.568035416270522,45.121910675200205,11.41250090049494,56.41075719421208,2,-12.281131927254066,38.99690893496876,-3.0105484126099826,49.19507293124555,0,-21.153142808393937,46.91931365729689
58.47343132724969,2.7147252094209477,65.84584515871697,1,-25.10593157869855,47.19021322172157,10.080280391728593,65.3831072518511,3,-36.76358494562667,51.654939291049594,4.9911109749238065,45.591728702403735,0,-6.474403077122016,53.38350824284659
94.1953301178196,11.618071843035551,65.07249674073563,0,-7.897464484712547,52.16303591053431,11.057300757907072,82.8127172484233,0,-15.733547284101675,48.91383691936352,-2.457696168151026,56.60880575552439,0,-27.903298884422416,48.51502593830247
29.07458346964863,0.8186230995504102,45.40899622127718,1,-18.31613230155549,54.35671366963507,5.029028874757891,48.81247133060322,1,-12.825591358252112,45.851731899360104,14.97417665658869,47.362594269054696,1,-10.064411175613223,55.266253621663886
86.0355694811565,9.077543583085758,73.54802115934834,0,-19.20416500919981,47.18680736491952,12.12813363453439,62.52091101190513,2,-13.804860107027363,47.76590396410944,9.593981750090428,53.70056163083963,0,-17.54630224535218,48.150543260743
59.31302982406175,-1.625178654570984,74.79522488667544,0,-27.91768238454117,43.44331913867528,6.9713658598503905,78.49711745837169,0,-38.808024942575265,52.18137957296722,16.974969031945452,58.1241557301028,1,-9.023169071498184,55.840460565247106
43.3022994487999,17.1770454655724,49.67437569605016,1,-23.49024487552305,58.16087122347896,15.996831438673059,49.84572978056032,3,-24.849489291057754,51.78166290278685,8.667649011946903,72.36552441035965,0,-22.942561606137907,49.12053718372957
25.91950042663914,-3.6061021620357776,52.83865206465025,0,-20.780413053876117,52.86600873275547,23.282374044383083,68.0074360999406,0,-24.574748068536096,54.42309441072866,8.551908017197412,53.56082825047368,1,-6.769081055842108,48.25518114640766
30.35357732852244,4.052598334353112,45.22194984066546,1,-23.69264652520448,44.70839725815388,19.821684282590613,73.39489471755441,3,-28.983294709176747,57.622157035441454,14.581352931380149,55.46806056850549,0,-13.611744292339264,57.23013747098242
51.590542026105076,9.369534880537147,55.801956408752744,1,-26.457208502925937,42.32560150814266,-2.0581805780488516,74.93583756121444,3,-28.052593493059987,44.79466362826026,2.789561610252166,55.07762079148629,1,-20.948875921588954,55.31727048856243
76.3330797301901,16.31579208365728,44.84705947671533,0,-8.254465641034209,39.758970269787326,10.178643182590864,41.980709184936345,3,-11.57117371834627,44.71196743756775,-1.380323565794118,72.83673522229009,0,-15.762512178306487,47.26882653774396
41.28252592534324,2.462604798821518,46.132563036473606,1,-15.601298149429251,50.86832373480938,5.730579301365598,70.09721108082482,2,-23.820994818161417,49.042633953298385,8.064002841009895,44.31312572539897,0,-18.869185970488644,49.04386428277251
47.81356995257049,13.115963916406976,50.851827474498286,1,-24.25861325543329,47.71355778777302,-3.5179010470491967,82.32832269961929,0,-33.68328461154284,59.76479662341241,16.107730697108117,66.78755995567778,1,-26.58571585970107,54.26082776291379
65.13574324132581,7.516667502011039,53.23012687402067,0,-7.750838920961858,56.500420514559735,6.5389069250911405,46.60500676905288,3,-24.780021647935726,53.70962985173127,14.734475226324978,62.04936675414025,1,-11.421196990996965,52.04493771513353
106.14677345234676,12.73679608271081,71.7381882048791,1,-8.808702072743692,57.853007834122195,-1.972523629111791,78.45743001770813,3,-27.918862317386875,36.94161082417381,17.02476490213558,75.02966046762552,0,-5.7266568080412945,47.502574187474906
98.24908120789144,14.081936453675382,60.84407284440331,0,-2.9685114250441025,54.73165113864396,22.455548857293607,73.75631446571745,3,-38.89658334558607,57.55969323633702,12.376982616084625,49.383934255570324,0,-6.611033533923731,46.30772823566041
86.45385258053886,3.250395390469814,75.80218227727366,1,-13.338245929140466,63.13894983026905,28.778031289600882,34.187083727292936,2,-20.951505174014837,52.93861763239504,16.512821180019056,61.08470247759645,1,-10.594937726621456,52.522837711219644
60.55942441565072,3.8755904198471214,54.456989851687965,0,-10.088073307597035,53.189746591184786,-3.3887070796865837,60.93379530759532,2,-23.58198262454579,40.3702466320027,19.99289074677147,70.76616578439818,1,-16.50577701604148,42.49236569602929
49.11997230355682,5.568076304691216,57.49196922765125,0,-16.704583835439024,58.63916502791881,22.27604614377372,62.4937793791472,1,-37.42703255074077,52.49711784737074,-0.747450089566791,74.09691385547642,0,-17.396424288345592,49.8543370788815
66.59128394372144,-3.835050905121244,59.953252048112105,0,-7.189789225711873,52.49457887490732,6.299399741975048,74.9601981572997,0,-15.370348475624318,39.75323435346395,14.691775351290154,70.70918343310994,1,-23.87836748583276,51.8855181098567
26.992930639186632,2.1433658117091268,52.79175414630565,1,-26.095712725921704,54.37603360035473,17.951345985183647,66.25467234215219,0,-27.36619623642121,56.40877012759124,9.55907236965572,55.20608310983486,0,-15.403468677318756,50.22419262596615
84.45643799798299,13.226054651039767,74.8612673619298,0,-25.334995317998462,43.108997106502905,-7.28276503794449,64.1074456947093,0,-21.65230680510314,53.38944050109708,4.505098207592933,55.21441755678905,0,-28.267069553579187,59.23134581482679
48.26282663435611,-2.7684404362790778,53.66945354496378,1,-20.39583406759312,38.60557809219327,26.87388133410567,65.24406508072963,1,-34.43787430771505,62.92707800612192,9.707965442651735,48.002899044655976,1,-16.037653507012582,41.5968568424518
55.791584679808125,16.688529400114902,48.653071309378305,1,-18.806256981081404,52.57842789557044,25.966104585079705,72.52813391125207,1,-37.03967822040796,38.44641945768872,-2.0916515269443474,70.8353844961588,0,-14.240323803457173,42.23077721622852
92.88786781715766,15.593714308625145,70.21570951423399,0,-16.342703692230867,49.367765782853326,-5.947534755144472,69.36690202868984,3,-21.065012148858617,50.31890287658544,15.005433629310538,45.13382084438381,1,-10.34052740465329,60.52456047230584
69.59891344908013,17.1767560406655,47.79542793445674,1,-13.40634174122107,48.921976928663604,15.013005556878749,71.87741402044753,2,-24.735432692904396,62.30389469868694,9.93572785302622,45.960947154715015,1,-16.423401340435163,37.69086809653657
61.53512027642644,-0.8183060896574066,49.67558365746717,0,-2.967772456174263,52.90805762971909,8.73252789931923,43.64517192572407,2,-16.91465076070615,47.03899907495589,14.593389618588947,74.42627386934339,0,-8.51577643333356,52.16473953312157
91.66356241281707,-0.2695645392460211,72.685283412687,0,-3.134396292259023,63.298614748874506,5.72819738101423,66.35182721293782,3,-24.210770601692968,52.39920693953374,4.16662463960154,51.471620707072574,1,-10.901612633294185,51.529151438578026
22.86187895069917,8.047474429935946,44.82927783387632,1,-22.85923787922217,60.00578953271193,25.655997141322963,83.2576248572571,2,-21.312561856169285,52.234582852118606,3.774539863010924,72.21869098308304,0,-13.922447099984915,48.806867467090264
97.71725608744916,7.588488269803195,63.75318072327411,0,-8.35926487971276,38.85969960607133,11.342834200180214,68.03788086164664,1,-22.655903537569,62.34842145933702,9.415354193143601,59.175686228190685,0,-13.874674071970265,57.01683142961255
66.42108904832551,11.73407748469274,61.32309583361389,0,-24.699334492681096,36.90430240476482,-8.94374528495273,47.25731046425378,0,-21.02832933913347,54.29212413295553,0.6847863443889173,54.771834809900064,1,-21.3000383334096,42.88730945872515
66.80422552699244,1.3015736436410563,57.22629479776871,1,-14.045657165082131,45.41849035475027,-2.931012076791042,54.277914121113994,0,-22.264470606051702,42.84659502936183,10.74178373357013,51.82677281063341,1,-12.01563537344435,50.934329129328155
39.16651810023359,12.129632764043915,46.188957940873735,1,-23.791545220067686,48.17887558929635,13.627806725192634,77.89713929821076,3,-22.28396242051309,41.40766296481177,11.492245357264238,72.6051509773596,1,-20.731035544806915,38.60628798135578
85.91235844863186,18.154727929932285,74.60509111548225,1,-28.76021143282776,47.02333194184626,16.965887504195255,68.3785272749765,3,-10.852574168250573,45.28011332253524,12.595295548639868,47.331452468233806,1,-18.310333186594022,49.24363024201279
97.30821198241884,8.494117957436421,72.19474713862624,0,-13.96611943039981,43.484845215637236,-6.748363899455616,78.18468813646194,2,-31.402597568897313,65.77134195298794,15.599947353186408,54.95397884399057,1,-14.449517105833696,47.50336359277299
107.40257136434508,12.670408071634398,75.47017976229311,1,-10.717475888873075,58.95729484227164,8.310896424402273,63.07022627360437,2,-38.56706804592889,50.74072929788758,10.126223351618004,74.97201688820441,0,-8.476638505567262,46.39116733982476
81.19298802763238,-0.3352555166379343,76.43415160399091,1,-23.317390079475754,41.71413151180418,18.606807892825017,67.10432186300851,3,-33.070852916477925,41.07933903187802,11.887150842455434,55.49263384346945,0,-28.973692173818982,46.85427943749418
74.36675701188202,10.428237992195534,64.53149418002415,1,-20.56094341939871,48.79501255919549,26.939267159132257,70.84757574487367,1,-17.38315346916781,54.86981730324079,2.3556496142433208,71.96809772434099,0,-8.147391886124574,56.68384925129096
56.80894530463507,15.595329284766773,62.30291673751084,0,-22.279992654641536,60.65772960509216,8.533041077486082,35.46098229037161,0,-27.85919570931876,46.21271983049451,-2.3875219557727463,47.904060720988,0,-23.812861484928327,57.283667758251354
114.41800818248211,11.288009792220905,61.47645810746166,1,-2.5197270253844266,41.861062863091774,-2.4110278924604467,37.345104645337855,0,-18.255050096761202,62.95413959439125,17.82007076892439,63.410879741644216,0,-23.04167050188469,45.00261069127438
83.90222325869559,14.416135480933566,48.25468554278534,1,-2.5021631056561873,55.352417519305675,18.783920946337286,74.65053997670752,2,-15.454354002236052,44.09969996186273,-2.6793198335725505,63.07777403265793,1,-17.907476497468345,48.95572136546927
104.02157795279228,1.7816760227760202,62.44218738512399,1,-2.375895325646116,41.84104360852274,-4.27396362552571,49.957190515013146,0,-19.312854124510597,48.7533759756194,11.395330915563271,56.3698267948796,0,-19.192538033551653,50.834660354563916
73.6862489373301,16.376894394522964,69.0117596119778,1,-29.261925738615297,46.30406784979984,-0.908725882352531,50.30354749611105,1,-14.429194750374048,55.51076110671791,12.4529376345055,55.86010179425611,0,-5.77997584603731,47.464649658915796
95.6708062531984,3.7315860873785347,73.3628451457498,1,-12.878169515867516,50.05881824982951,-1.0283079765604164,63.630883158096054,1,-30.253629959516456,50.14071683857959,6.558346017154522,51.38305781653,0,-17.064929302317772,35.11068509026977
80.54300524951523,4.703939831833763,73.78310674162546,1,-20.256504652676877,51.849709135567196,15.922775433583219,45.67123457852925,1,-36.686190808056566,52.797088153230376,7.183179240603806,69.4459207351157,0,-20.142217526817614,55.01814734847321
92.94598750732627,7.27124389624788,60.99742064814323,0,-9.670087666033822,35.438956178853815,22.97719208927782,64.09817033924332,3,-11.445923594392376,46.31928108695811,6.455577873736795,69.22249898806345,1,-5.050916578349998,54.06044197945312
58.472832071795715,-1.980664552780599,56.65021857612672,0,-11.448749952729315,48.01700076474818,18.764455724344824,78.67089763953315,1,-13.75163261157169,44.0396362784451,-1.3064931133910425,48.97042697544165,0,-23.318446050326656,52.325572975822375
94.6600977093696,1.8195995966208232,70.0805224314811,1,-6.445169549192364,57.23045982939041,6.562898898781199,40.60808355861024,1,-14.930912286669763,55.90323353368227,10.714927165223111,76.1129817537609,0,-25.41374452145117,42.89934194441943
45.07373475258866,0.7955948616525754,49.95785394659049,0,-13.244914605315099,50.08285511733534,4.633069995830406,41.47404342193736,2,-25.997942254803057,57.38126826125571,10.422646353766762,72.8407482749986,1,-8.385967518686783,51.53668574663169
59.09769699642769,2.205451511361641,47.082307951640956,1,-8.433195347413147,49.22178139618271,21.16371863688253,71.33602526295059,1,-14.235688531472881,49.90096081791805,4.081511720482357,49.80783329652048,1,-13.452157862408598,54.66927279468195
25.590448117075027,-0.0800107066467195,55.610109515839206,0,-24.975713013881123,53.77080756895615,22.042130535996243,84.40039042304312,3,-36.715656575420546,50.09908757172433,5.443583057395889,68.63153021926507,0,-13.612670857798435,47.93212455939691
76.45251579479077,7.201741022777076,53.692619338541235,0,-5.5043735452543,49.58668440589499,27.525029098961824,61.14096011602588,3,-24.177564277145397,56.89837144384206,0.710017600250386,76.35572019811966,0,-18.550265104720108,53.17125596067988
64.45150262438219,-0.6299998328940806,62.74353299021726,1,-16.698339399848205,49.47443437393736,11.599395140301144,44.65442436348502,3,-22.88638076885664,45.72150169340706,18.953837963405338,45.02135981385852,1,-8.623769086554347,48.04060625436803
54.25998350867455,2.7664993969313585,56.14318227993593,0,-20.07323565337129,38.47342301238621,0.7291982855300851,56.435529094239754,0,-17.37757519757408,55.91497013328721,3.7787854981287854,46.591809429909425,1,-22.630886446883494,65.14567454858064
44.939506505733526,-3.6651215163435182,68.73454403968321,1,-25.633459007975727,57.238107193035916,9.915642612698367,62.766007887164335,0,-15.76645553563365,40.95733653998016,7.508861153656866,69.59784273815633,1,-23.75246868492125,47.97579434413126
99.3459293412313,-3.358669134311463,72.92716926029412,0,-7.792062952463915,39.889618140543966,1.336579208979165,73.07277963679994,2,-25.02112859926666,40.16347201468132,-3.5154868112832593,55.98953463296751,1,-13.352181363372168,37.92615478159641
